group	rep	protein	locus	name	log2intensity	fraction
Geo_1	Geo_1_3	AKU26038.1	IB49_05595	acetyl-CoA carboxyl transferase	21.947773668398664	6.014175567593202e-4
Geo_1	Geo_1_3	AKU26040.1	IB49_05605	DNA polymerase III DnaE	18.170899928652045	4.3875675568504413e-5
Geo_1	Geo_1_3	AKU26043.1	IB49_05620	oligoribonuclease	21.960961378950522	6.069403327714626e-4
Geo_1	Geo_1_3	AKU26045.1	IB49_05630	hypothetical protein	19.399253564373442	1.0280047139562275e-4
Geo_1	Geo_1_3	AKU26046.1	IB49_05635	metal-dependent hydrolase	19.25855165660299	9.32480184004291e-5
Geo_1	Geo_1_3	AKU26047.1	IB49_05640	metallopeptidase	20.48712415184906	2.185127508430098e-4
Geo_1	Geo_1_3	AKU26049.1	IB49_05650	3-ketoacyl-ACP reductase	21.898638205265176	5.812792949468078e-4
Geo_1	Geo_1_3	AKU26050.1	IB49_05660	universal stress protein UspA	21.25583528925561	3.7229044905402574e-4
Geo_1	Geo_1_3	AKU26051.1	IB49_05665	argininosuccinate lyase	20.559651709679155	2.2977869299014827e-4
Geo_1	Geo_1_3	AKU26052.1	IB49_05670	argininosuccinate synthase	22.610045861204085	9.51787281939037e-4
Geo_1	Geo_1_3	AKU26053.1	IB49_05675	transposase	13.396642712471765	1.603353142843216e-6
Geo_1	Geo_1_3	AKU26055.1	IB49_05690	HNH endonuclease	18.239794077012405	4.602173863742834e-5
Geo_1	Geo_1_3	AKU26056.1	IB49_05695	molybdenum cofactor biosynthesis protein B	18.913378521720453	7.340609884145766e-5
Geo_1	Geo_1_3	AKU26057.1	IB49_05700	LuxR family transcriptional regulator	20.051158691477376	1.6152438781680967e-4
Geo_1	Geo_1_3	AKU26058.1	IB49_05710	ribonucleotide-diphosphate reductase subunit beta	18.0204890240283	3.9531711981210416e-5
Geo_1	Geo_1_3	AKU26062.1	IB49_05740	acetyl-CoA acetyltransferase	21.00794168364316	3.135151150678227e-4
Geo_1	Geo_1_3	AKU26067.1	IB49_05765	AMP-dependent synthetase	20.2089658495124	1.801950231079297e-4
Geo_1	Geo_1_3	AKU26071.1	IB49_05785	acetate kinase	20.976276137993658	3.067087772769646e-4
Geo_1	Geo_1_3	AKU26072.1	IB49_05790	hypothetical protein	20.831644143029923	2.7745185693898414e-4
Geo_1	Geo_1_3	AKU26073.1	IB49_05795	peroxidase	24.049546678046234	0.002581504116904631
Geo_1	Geo_1_3	AKU26078.1	IB49_05820	inorganic polyphosphate kinase	23.63353984497542	0.0019348276575932488
Geo_1	Geo_1_3	AKU26079.1	IB49_05825	hypothetical protein	17.87553645514838	3.575284049326619e-5
Geo_1	Geo_1_3	AKU26080.1	IB49_05830	spore protein	21.03520756877998	3.194966677709247e-4
Geo_1	Geo_1_3	AKU26081.1	IB49_05840	cysteine desulfurase	21.38295111680822	4.065814606542823e-4
Geo_1	Geo_1_3	AKU26082.1	IB49_05845	septation ring formation regulator EzrA	20.14220975119207	1.7204703947518166e-4
Geo_1	Geo_1_3	AKU26083.1	IB49_05850	histidinol phosphatase	22.00350858923528	6.251064570509137e-4
Geo_1	Geo_1_3	AKU26084.1	IB49_05855	histidine kinase	20.40794455805665	2.0684324935177616e-4
Geo_1	Geo_1_3	AKU26085.1	IB49_05865	30S ribosomal protein S4	22.166679961607556	6.999603868452718e-4
Geo_1	Geo_1_3	AKU26086.1	IB49_05870	tyrosine--tRNA ligase	21.093729726462527	3.3272333301085104e-4
Geo_1	Geo_1_3	AKU26087.1	IB49_05890	acetoin dehydrogenase	20.700856056957353	2.534057696361145e-4
Geo_1	Geo_1_3	AKU26088.1	IB49_05895	acetoin utilization protein AcuB	19.013630391703742	7.868844518984957e-5
Geo_1	Geo_1_3	AKU26089.1	IB49_05900	histone deacetylase	20.298162589531145	1.916874526655695e-4
Geo_1	Geo_1_3	AKU26090.1	IB49_05910	catabolite control protein A	22.343658185916013	7.913146691017286e-4
Geo_1	Geo_1_3	AKU26091.1	IB49_05915	chorismate mutase	22.641281425779894	9.72618977587536e-4
Geo_1	Geo_1_3	AKU26092.1	IB49_05920	thioredoxin	23.343496258890934	0.0015824517150246078
Geo_1	Geo_1_3	AKU26093.1	IB49_05925	hypothetical protein	23.37094897254085	0.0016128521505830104
Geo_1	Geo_1_3	AKU26094.1	IB49_05930	hypothetical protein	20.36620097523263	2.0094411009365042e-4
Geo_1	Geo_1_3	AKU26095.1	IB49_05935	UDP-N-acetylmuramate--alanine ligase	22.52003003531017	8.94215994482775e-4
Geo_1	Geo_1_3	AKU26096.1	IB49_05940	cell division protein FtsK	19.34005242993648	9.866742378766625e-5
Geo_1	Geo_1_3	AKU26097.1	IB49_05945	tRNA-binding protein	22.82325217573722	0.0011033705632703616
Geo_1	Geo_1_3	AKU26098.1	IB49_05950	hypothetical protein	17.00456769696831	1.9548922723434413e-5
Geo_1	Geo_1_3	AKU26099.1	IB49_05955	NTPase	19.344453879073285	9.896890315136867e-5
Geo_1	Geo_1_3	AKU26100.1	IB49_05965	peptidase M4	18.578280644304744	5.819124266309393e-5
Geo_1	Geo_1_3	AKU26101.1	IB49_05970	hypothetical protein	21.542319113235845	4.54069278184622e-4
Geo_1	Geo_1_3	AKU26102.1	IB49_05980	tRNA (guanine-N7)-methyltransferase	21.540098125391747	4.533707892788162e-4
Geo_1	Geo_1_3	AKU26104.1	IB49_05990	phosphotransferase	18.022818138096437	3.9595584266625095e-5
Geo_1	Geo_1_3	AKU26106.1	IB49_06000	hypothetical protein	23.1891611177589	0.0014219062412741505
Geo_1	Geo_1_3	AKU26107.1	IB49_06005	2'-5' RNA ligase	21.157877334713348	3.478512850570594e-4
Geo_1	Geo_1_3	AKU26109.1	IB49_06015	dipeptidase PepV	20.455360103903562	2.1375429663202656e-4
Geo_1	Geo_1_3	AKU26111.1	IB49_06025	pseudouridine synthase	17.995597445638847	3.88555007949588e-5
Geo_1	Geo_1_3	AKU26113.1	IB49_06045	hypothetical protein	21.129094172948644	3.4098008684284325e-4
Geo_1	Geo_1_3	AKU26114.1	IB49_06055	Sporulation protein cse60	20.33145307393201	1.9616210825919625e-4
Geo_1	Geo_1_3	AKU26116.1	IB49_06075	sulfurtransferase	21.26925421792511	3.7576938566522147e-4
Geo_1	Geo_1_3	AKU26117.1	IB49_06080	leucyl-tRNA synthetase	20.482559936639536	2.1782254034980093e-4
Geo_1	Geo_1_3	AKU26123.1	IB49_06110	hypothetical protein	20.339957853946828	1.9732191169751002e-4
Geo_1	Geo_1_3	AKU26125.1	IB49_06120	S-adenosylmethionine synthetase	25.76282030569641	0.008464856003591426
Geo_1	Geo_1_3	AKU26126.1	IB49_06130	phosphoenolpyruvate carboxykinase	19.468895842231603	0.00010788461615932681
Geo_1	Geo_1_3	AKU26128.1	IB49_06140	hypothetical protein	24.07933054646975	0.002635352171622752
Geo_1	Geo_1_3	AKU26133.1	IB49_06165	7,8-dihydro-8-oxoguanine-triphosphatase	20.643986753031484	2.4361113350595938e-4
Geo_1	Geo_1_3	AKU26136.1	IB49_06180	general stress protein	19.6449223846636	1.2188458699004435e-4
Geo_1	Geo_1_3	AKU26137.1	IB49_06190	S-ribosylhomocysteinase	21.866921607985432	5.686397387624793e-4
Geo_1	Geo_1_3	AKU26140.1	IB49_06205	adhesin	20.808173833007604	2.729746818501388e-4
Geo_1	Geo_1_3	AKU26144.1	IB49_06240	O-succinylbenzoic acid--CoA ligase	17.115310948773597	2.1108621396242918e-5
Geo_1	Geo_1_3	AKU26145.1	IB49_06250	dihydroxynaphthoic acid synthetase	22.669306521072926	9.916973061467682e-4
Geo_1	Geo_1_3	AKU26146.1	IB49_06255	esterase	20.91569393098273	2.9409601721114336e-4
Geo_1	Geo_1_3	AKU26147.1	IB49_06270	1,4-dihydroxy-2-naphthoate octaprenyltransferase	15.579872660022682	7.28193652659706e-6
Geo_1	Geo_1_3	AKU26149.1	IB49_06285	hypothetical protein	20.585920335933498	2.34000830744626e-4
Geo_1	Geo_1_3	AKU26150.1	IB49_06295	maltodextrin phosphorylase	22.04220681179257	6.42100947465096e-4
Geo_1	Geo_1_3	AKU26151.1	IB49_06300	glycogen synthase	21.825224729145415	5.524401001810117e-4
Geo_1	Geo_1_3	AKU26152.1	IB49_06305	glycogen biosynthesis protein glgD	19.768358416562947	1.3277207365648022e-4
Geo_1	Geo_1_3	AKU26153.1	IB49_06310	glucose-1-phosphate adenylyltransferase	21.346889810494666	3.965445969625739e-4
Geo_1	Geo_1_3	AKU26160.1	IB49_06360	transposase	13.396642712471765	1.603353142843216e-6
Geo_1	Geo_1_3	AKU26161.1	IB49_06365	transposase	18.936972353771868	7.461645212897826e-5
Geo_1	Geo_1_3	AKU26162.1	IB49_06375	GNAT family acetyltransferase	22.96413554044211	0.001216554338726692
Geo_1	Geo_1_3	AKU26164.1	IB49_06390	hypothetical protein	19.67833783067028	1.247406037175393e-4
Geo_1	Geo_1_3	AKU26165.1	IB49_06400	acetyltransferase	19.492220021741037	1.0964297182671859e-4
Geo_1	Geo_1_3	AKU26167.1	IB49_06415	transposase	14.200755963916517	2.7995704191164816e-6
Geo_1	Geo_1_3	AKU26168.1	IB49_06425	transcriptional regulator	22.659925633816513	9.852698767926211e-4
Geo_1	Geo_1_3	AKU26170.1	IB49_06445	transposase	18.936972353771868	7.461645212897826e-5
Geo_1	Geo_1_3	AKU26174.1	IB49_06555	MgtC/SapB transporter	26.38150821013313	0.012997600730665965
Geo_1	Geo_1_3	AKU26177.1	IB49_06575	phosphinothricin acetyltransferase	20.44906222398519	2.1282321639313952e-4
Geo_1	Geo_1_3	AKU26180.1	IB49_06600	ion transporter	21.35218803906576	3.980035653946711e-4
Geo_1	Geo_1_3	AKU26182.1	IB49_06610	glucose-6-phosphate isomerase	22.11507479957064	6.753653276785117e-4
Geo_1	Geo_1_3	AKU26183.1	IB49_06615	butanol dehydrogenase	23.41924981023064	0.0016677638601590398
Geo_1	Geo_1_3	AKU26186.1	IB49_06630	transposase	18.070030722089797	4.0912795932597314e-5
Geo_1	Geo_1_3	AKU26187.1	IB49_06635	aromatic amino acid aminotransferase	20.335124140197635	1.9666189585492642e-4
Geo_1	Geo_1_3	AKU26188.1	IB49_06640	AsnC family transcriptional regulator	21.822754429870564	5.514949768954917e-4
Geo_1	Geo_1_3	AKU26189.1	IB49_06645	hypothetical protein	21.432191317092197	4.2069790471958927e-4
Geo_1	Geo_1_3	AKU26190.1	IB49_06650	cystathionine beta-lyase	18.33969970692514	4.932165182021578e-5
Geo_1	Geo_1_3	AKU26193.1	IB49_06665	sporulation inhibitor KapD	23.921416435003515	0.002362119013841872
Geo_1	Geo_1_3	AKU26194.1	IB49_06670	cation:proton antiporter	22.282312756238223	7.583721959417793e-4
Geo_1	Geo_1_3	AKU26196.1	IB49_06680	monovalent cation/H+ antiporter subunit E	18.446635700664903	5.311639046046507e-5
Geo_1	Geo_1_3	AKU26201.1	IB49_06720	ATPase AAA	19.915247770462738	1.4700254031842577e-4
Geo_1	Geo_1_3	AKU26203.1	IB49_06735	integrase	18.984153727257016	7.709702216666493e-5
Geo_1	Geo_1_3	AKU26207.1	IB49_06760	hypothetical protein	20.352322449960376	1.9902032386711355e-4
Geo_1	Geo_1_3	AKU26210.1	IB49_06780	transposase	18.936972353771868	7.461645212897826e-5
Geo_1	Geo_1_3	AKU26216.1	IB49_06825	hypothetical protein	20.55534990635077	2.29094563294445e-4
Geo_1	Geo_1_3	AKU26217.1	IB49_06830	aminopeptidase A	18.255817783715102	4.6535741467547246e-5
Geo_1	Geo_1_3	AKU26218.1	IB49_06835	ABC transporter substrate-binding protein	20.198344124169182	1.7887322364214952e-4
Geo_1	Geo_1_3	AKU26222.1	IB49_06865	NADH dehydrogenase	23.094789430112442	0.001331871273037178
Geo_1	Geo_1_3	AKU26223.1	IB49_06870	ferredoxin-NADP reductase	20.795431361914474	2.705742744042797e-4
Geo_1	Geo_1_3	AKU26225.1	IB49_06880	hypothetical protein	19.474160810899143	1.082790493661696e-4
Geo_1	Geo_1_3	AKU26226.1	IB49_06885	diaminopimelate epimerase	21.26785957929286	3.7540630873913913e-4
Geo_1	Geo_1_3	AKU26228.1	IB49_06900	disulfide oxidoreductase	20.609714856959688	2.3789223349951147e-4
Geo_1	Geo_1_3	AKU26229.1	IB49_06905	nitrogen fixation protein NifU	26.163210881742568	0.011172468736324104
Geo_1	Geo_1_3	AKU26230.1	IB49_06910	serine kinase	22.362896780431996	8.019376630438878e-4
Geo_1	Geo_1_3	AKU26231.1	IB49_06915	threonine synthase	23.267501356551524	0.0015012524260705421
Geo_1	Geo_1_3	AKU26232.1	IB49_06925	2-ketogluconate reductase	20.712433052048745	2.5544742054165327e-4
Geo_1	Geo_1_3	AKU26233.1	IB49_06930	spore coat protein	24.054955594876382	0.002591200794680453
Geo_1	Geo_1_3	AKU26234.1	IB49_06940	phosphatidylglycerophosphatase	20.186723046220873	1.7743816636023102e-4
Geo_1	Geo_1_3	AKU26235.1	IB49_06945	HAD family hydrolase	22.333273302971392	7.856390382566173e-4
Geo_1	Geo_1_3	AKU26236.1	IB49_06950	hypothetical protein	20.433601330360194	2.1055463671479716e-4
Geo_1	Geo_1_3	AKU26237.1	IB49_06955	hypothetical protein	17.620349750004312	2.9956543309909238e-5
Geo_1	Geo_1_3	AKU26241.1	IB49_06975	lipoyl synthase	22.04779070336424	6.44590988354858e-4
Geo_1	Geo_1_3	AKU26243.1	IB49_06985	amino acid ABC transporter ATPase	21.466025186072493	4.306806486328082e-4
Geo_1	Geo_1_3	AKU26244.1	IB49_06990	leucine/isoleucine/valine transporter ATP-binding subunit	20.961671255607577	3.0361952532160217e-4
Geo_1	Geo_1_3	AKU26247.1	IB49_07005	ethanolamine utilization protein EutJ	19.60284465881817	1.1838103493101755e-4
Geo_1	Geo_1_3	AKU26250.1	IB49_07030	membrane protein	19.74476031446327	1.306179915743379e-4
Geo_1	Geo_1_3	AKU26251.1	IB49_07040	hypothetical protein	21.965017346848676	6.086490751698137e-4
Geo_1	Geo_1_3	AKU26254.1	IB49_07055	hypothetical protein	14.200755963916517	2.7995704191164816e-6
Geo_1	Geo_1_3	AKU26255.1	IB49_07065	nitrogen fixation protein NifU	19.970952001207316	1.5278949100057924e-4
Geo_1	Geo_1_3	AKU26256.1	IB49_07070	cysteine desulfurase	21.91716788313967	5.887932771792976e-4
Geo_1	Geo_1_3	AKU26257.1	IB49_07075	Fe-S cluster assembly protein SufD	23.58751189158702	0.00187407295012596
Geo_1	Geo_1_3	AKU26258.1	IB49_07080	iron ABC transporter ATP-binding protein	22.66334683853634	9.876091167463153e-4
Geo_1	Geo_1_3	AKU26259.1	IB49_07085	methionine ABC transporter substrate-binding protein	20.01919539124013	1.5798512262225073e-4
Geo_1	Geo_1_3	AKU26261.1	IB49_07095	methionine ABC transporter ATP-binding protein	21.485657590134558	4.3658147214592166e-4
Geo_1	Geo_1_3	AKU26264.1	IB49_07110	hypothetical protein	19.41502147263561	1.0393018958158828e-4
Geo_1	Geo_1_3	AKU26266.1	IB49_07125	hypothetical protein	21.654558589291348	4.908056663475931e-4
Geo_1	Geo_1_3	AKU26267.1	IB49_07130	acyl-CoA dehydrogenase	23.03191719308396	0.0012750752694776126
Geo_1	Geo_1_3	AKU26268.1	IB49_07135	acetyl-CoA acetyltransferase	22.81891825994891	0.0011000609658708633
Geo_1	Geo_1_3	AKU26276.1	IB49_07205	flavin reductase	22.16704766166691	7.001388086669017e-4
Geo_1	Geo_1_3	AKU26278.1	IB49_07215	C4-dicarboxylate ABC transporter	21.71766338865106	5.127503972271193e-4
Geo_1	Geo_1_3	AKU26280.1	IB49_07225	C4-dicarboxylate ABC transporter substrate-binding protein	23.39863925555372	0.0016441073217980586
Geo_1	Geo_1_3	AKU26281.1	IB49_07230	GntR family transcriptional regulator	21.165643452537193	3.4972883928774667e-4
Geo_1	Geo_1_3	AKU26288.1	IB49_07265	transposase	13.396642712471765	1.603353142843216e-6
Geo_1	Geo_1_3	AKU26290.1	IB49_07275	single-stranded DNA-binding protein	21.86932998006074	5.695897938702411e-4
Geo_1	Geo_1_3	AKU26291.1	IB49_07280	ribonuclease R	20.879622017847126	2.868338586124921e-4
Geo_1	Geo_1_3	AKU26292.1	IB49_07285	carboxylesterase	19.06505235545037	8.154371957068403e-5
Geo_1	Geo_1_3	AKU26295.1	IB49_07310	hypothetical protein	10.646725306363523	2.3835351594860554e-7
Geo_1	Geo_1_3	AKU26297.1	IB49_07320	hypothetical protein	19.70672560094402	1.2721942020512046e-4
Geo_1	Geo_1_3	AKU26298.1	IB49_07325	carboxylesterase	21.56493225492958	4.6124253776141195e-4
Geo_1	Geo_1_3	AKU26301.1	IB49_07350	enolase	23.07796497497884	0.0013164294401101953
Geo_1	Geo_1_3	AKU26302.1	IB49_07355	phosphoglyceromutase	21.11201945807987	3.3696827577429954e-4
Geo_1	Geo_1_3	AKU26303.1	IB49_07360	triosephosphate isomerase	21.126868167534862	3.404543775062017e-4
Geo_1	Geo_1_3	AKU26304.1	IB49_07365	phosphoglycerate kinase	22.59575928921209	9.424085348742532e-4
Geo_1	Geo_1_3	AKU26305.1	IB49_07370	glyceraldehyde-3-phosphate dehydrogenase	25.423397579298637	0.006690262418264349
Geo_1	Geo_1_3	AKU26306.1	IB49_07375	central glycolytic genes regulator	21.727446937524757	5.162393997896188e-4
Geo_1	Geo_1_3	AKU26307.1	IB49_07380	glutaredoxin	20.385263306273792	2.0361680308824835e-4
Geo_1	Geo_1_3	AKU26308.1	IB49_07385	RNA polymerase sigma54 factor	19.64642716940422	1.2201178348442008e-4
Geo_1	Geo_1_3	AKU26309.1	IB49_07395	integrase	18.984153727257016	7.709702216666493e-5
Geo_1	Geo_1_3	AKU26311.1	IB49_07410	hypothetical protein	23.893748154757567	0.0023172494790401404
Geo_1	Geo_1_3	AKU26312.1	IB49_07415	transposase	18.936972353771868	7.461645212897826e-5
Geo_1	Geo_1_3	AKU26314.1	IB49_07425	transposase	16.26661084678602	1.1721297323728353e-5
Geo_1	Geo_1_3	AKU26316.1	IB49_07445	transposase	17.455891959148065	2.6729139065954137e-5
Geo_1	Geo_1_3	AKU26317.1	IB49_07455	Clp protease	21.544134664744448	4.546410588308297e-4
Geo_1	Geo_1_3	AKU26319.1	IB49_07465	sporulation regulator WhiA	18.446255146269056	5.3102381255775927e-5
Geo_1	Geo_1_3	AKU26320.1	IB49_07470	hypothetical protein	20.482323770319876	2.177868861498765e-4
Geo_1	Geo_1_3	AKU26321.1	IB49_07475	glmZ(sRNA)-inactivating NTPase	19.431147142806857	1.0509838196193395e-4
Geo_1	Geo_1_3	AKU26323.1	IB49_07485	thioredoxin reductase	20.33981714426434	1.9730266733276238e-4
Geo_1	Geo_1_3	AKU26324.1	IB49_07490	hypothetical protein	19.74210044970005	1.3037739594660283e-4
Geo_1	Geo_1_3	AKU26325.1	IB49_07495	phosphoribosyl-ATP pyrophosphatase	21.472762953281407	4.3269674529752345e-4
Geo_1	Geo_1_3	AKU26326.1	IB49_07500	imidazole glycerol phosphate synthase	21.27334236751061	3.768357094764692e-4
Geo_1	Geo_1_3	AKU26327.1	IB49_07505	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	23.230295749073075	0.0014630316398848897
Geo_1	Geo_1_3	AKU26328.1	IB49_07510	imidazole glycerol phosphate synthase	22.927657777740208	0.001186180038245702
Geo_1	Geo_1_3	AKU26329.1	IB49_07520	imidazoleglycerol-phosphate dehydratase	20.693439235952074	2.5210636655152496e-4
Geo_1	Geo_1_3	AKU26330.1	IB49_07525	histidinol dehydrogenase	22.050206314921642	6.456711790351918e-4
Geo_1	Geo_1_3	AKU26331.1	IB49_07530	hypothetical protein	21.77904722928481	5.350376978682997e-4
Geo_1	Geo_1_3	AKU26332.1	IB49_07535	ATP phosphoribosyltransferase	19.714032237894596	1.2786536681673444e-4
Geo_1	Geo_1_3	AKU26333.1	IB49_07550	hypothetical protein	20.315471588223666	1.9400110958961526e-4
Geo_1	Geo_1_3	AKU26335.1	IB49_07560	pyrophosphatase	19.692707567361595	1.2598927110508246e-4
Geo_1	Geo_1_3	AKU26336.1	IB49_07570	diacylglyceryl transferase	20.35676213164799	1.9963372296550105e-4
Geo_1	Geo_1_3	AKU26337.1	IB49_07575	serine kinase	20.476323413695294	2.1688296318753817e-4
Geo_1	Geo_1_3	AKU26340.1	IB49_07590	excinuclease ABC subunit A	20.79360106336755	2.702312236013202e-4
Geo_1	Geo_1_3	AKU26341.1	IB49_07595	excinuclease ABC subunit B	20.610744481673812	2.3806207337643073e-4
Geo_1	Geo_1_3	AKU26343.1	IB49_07605	signal protein PDZ	14.603086201668546	3.7000267657798083e-6
Geo_1	Geo_1_3	AKU26346.1	IB49_07625	peptidase S41	18.926111707798544	7.40568465327821e-5
Geo_1	Geo_1_3	AKU26347.1	IB49_07635	transposase	18.692305747371496	6.297709270500957e-5
Geo_1	Geo_1_3	AKU26349.1	IB49_07645	transposase	18.936972353771868	7.461645212897826e-5
Geo_1	Geo_1_3	AKU26352.1	IB49_07660	peptidase M23	21.546830457618075	4.554913867856358e-4
Geo_1	Geo_1_3	AKU26353.1	IB49_07665	cell division protein FtsX	17.332245714492174	2.4533739072975787e-5
Geo_1	Geo_1_3	AKU26354.1	IB49_07670	cell division protein FtsE	21.446134565316097	4.247835450061314e-4
Geo_1	Geo_1_3	AKU26357.1	IB49_07690	XRE family transcriptional regulator	22.842863748241147	0.0011184718673231714
Geo_1	Geo_1_3	AKU26358.1	IB49_07695	peptide chain release factor 2	21.700701967404584	5.067574112750725e-4
Geo_1	Geo_1_3	AKU26359.1	IB49_07700	preprotein translocase subunit SecA	21.938402431777938	5.975236215711369e-4
Geo_1	Geo_1_3	AKU26361.1	IB49_07710	sigma-54 modulation protein	21.661895966643293	4.933082046733533e-4
Geo_1	Geo_1_3	AKU26362.1	IB49_07715	metal-dependent phosphohydrolase	19.95981762128457	1.5161483644353764e-4
Geo_1	Geo_1_3	AKU26363.1	IB49_07720	hypothetical protein	19.34093715464127	9.872794959284967e-5
Geo_1	Geo_1_3	AKU26364.1	IB49_07725	flagellar assembly protein FliT	21.29574967356182	3.8273424444355136e-4
Geo_1	Geo_1_3	AKU26365.1	IB49_07730	flagellar biosynthesis protein FliS	20.135360035917948	1.712321201681244e-4
Geo_1	Geo_1_3	AKU26366.1	IB49_07740	flagellar protein FlaG	21.31745090881038	3.885349082222923e-4
Geo_1	Geo_1_3	AKU26368.1	IB49_07755	transposase	16.26661084678602	1.1721297323728353e-5
Geo_1	Geo_1_3	AKU26372.1	IB49_07780	integrase	18.984153727257016	7.709702216666493e-5
Geo_1	Geo_1_3	AKU26373.1	IB49_07785	ATPase AAA	21.859212270737647	5.656091998975923e-4
Geo_1	Geo_1_3	AKU26375.1	IB49_07805	flagellin	23.805710281698435	0.0021800715763764297
Geo_1	Geo_1_3	AKU26376.1	IB49_07810	hypothetical protein	19.417728514330843	1.0412538500894225e-4
Geo_1	Geo_1_3	AKU26377.1	IB49_07815	carbon storage regulator	20.59284839033813	2.351272429381993e-4
Geo_1	Geo_1_3	AKU26378.1	IB49_07820	flagellar assembly protein FliW	20.400905415418755	2.058364857344458e-4
Geo_1	Geo_1_3	AKU26380.1	IB49_07830	flagellar hook protein FlgL	19.73510992477977	1.2974718520988035e-4
Geo_1	Geo_1_3	AKU26381.1	IB49_07835	flagellar hook protein FlgK	16.93885866994295	1.867851913878305e-5
Geo_1	Geo_1_3	AKU26382.1	IB49_07840	flagellar biosynthesis protein FlgN	20.41411169521229	2.0772934172207558e-4
Geo_1	Geo_1_3	AKU26383.1	IB49_07845	flagellar biosynthesis anti-sigma factor FlgM	21.171460467306318	3.511418092067448e-4
Geo_1	Geo_1_3	AKU26384.1	IB49_07850	membrane protein	21.10164606293965	3.3455406612193284e-4
Geo_1	Geo_1_3	AKU26385.1	IB49_07855	hypothetical protein	18.39738576053824	5.133373277512905e-5
Geo_1	Geo_1_3	AKU26386.1	IB49_07860	flagellin	21.365441894547594	4.0167682045618553e-4
Geo_1	Geo_1_3	AKU26387.1	IB49_07865	flagellar biosynthesis protein FliS	22.561178333119503	9.20087870752903e-4
Geo_1	Geo_1_3	AKU26388.1	IB49_07870	flagellar biosynthesis protein FlhS	19.563928713862683	1.1523045206222509e-4
Geo_1	Geo_1_3	AKU26391.1	IB49_07905	hypothetical protein	22.017872710586214	6.313613851387556e-4
Geo_1	Geo_1_3	AKU26392.1	IB49_07910	chemotaxis protein CheY	22.12012611880905	6.777341340326522e-4
Geo_1	Geo_1_3	AKU26393.1	IB49_07915	histidine kinase	20.204833482251264	1.7967962202081945e-4
Geo_1	Geo_1_3	AKU26394.1	IB49_07920	hypothetical protein	16.170849709415066	1.0968537078136058e-5
Geo_1	Geo_1_3	AKU26395.1	IB49_07925	transcriptional regulator	19.412391404397315	1.0374089490856955e-4
Geo_1	Geo_1_3	AKU26396.1	IB49_07930	N-acetylmuramoyl-L-alanine amidase	18.186114384008366	4.434083057960717e-5
Geo_1	Geo_1_3	AKU26397.1	IB49_07940	peptide-binding protein	17.661110936007024	3.081499050570403e-5
Geo_1	Geo_1_3	AKU26398.1	IB49_07945	sporulation protein SpoIID	17.75366808573619	3.285674344207663e-5
Geo_1	Geo_1_3	AKU26399.1	IB49_07950	glycosyltransferase	20.071878801610545	1.6386095376986018e-4
Geo_1	Geo_1_3	AKU26400.1	IB49_07955	hypothetical protein	22.881124848947696	0.0011485312171334108
Geo_1	Geo_1_3	AKU26401.1	IB49_07960	glycosyl transferase family 1	21.601858196141947	4.7320047171697446e-4
Geo_1	Geo_1_3	AKU26402.1	IB49_07965	glycosyl transferase	19.783015476093812	1.3412784679785877e-4
Geo_1	Geo_1_3	AKU26404.1	IB49_07975	UDP-N-acetylglucosamine 2-epimerase	22.524800034184715	8.971774439432491e-4
Geo_1	Geo_1_3	AKU26405.1	IB49_07990	UDP-N-acetyl-D-glucosamine dehydrogenase	21.70302970330975	5.075757058686773e-4
Geo_1	Geo_1_3	AKU26406.1	IB49_07995	oxidoreductase	22.224397191356182	7.285310731224272e-4
Geo_1	Geo_1_3	AKU26407.1	IB49_08000	lipopolysaccharide biosynthesis protein	24.62118657604036	0.0038366623298280804
Geo_1	Geo_1_3	AKU26408.1	IB49_08005	Pleiotropic regulatory protein	21.409810525512658	4.1422190288627263e-4
Geo_1	Geo_1_3	AKU26409.1	IB49_08020	preprotein translocase subunit SecA	20.408382988395974	2.0690611789604262e-4
Geo_1	Geo_1_3	AKU26410.1	IB49_08025	hypothetical protein	20.300102945723637	1.919454366188859e-4
Geo_1	Geo_1_3	AKU26411.1	IB49_08035	peptidase S41	19.661532788054224	1.2329600919062247e-4
Geo_1	Geo_1_3	AKU26412.1	IB49_08045	hypothetical protein	22.68281305947772	0.0010010251909706894
Geo_1	Geo_1_3	AKU26413.1	IB49_08050	hypothetical protein	17.47865783622844	2.715427315523958e-5
Geo_1	Geo_1_3	AKU26414.1	IB49_08060	transposase	16.92000844981801	1.8436053513180128e-5
Geo_1	Geo_1_3	AKU26415.1	IB49_08065	hypothetical protein	22.10395156450858	6.701782566035225e-4
Geo_1	Geo_1_3	AKU26419.1	IB49_08095	hypothetical protein	17.611914530874845	2.978190298912833e-5
Geo_1	Geo_1_3	AKU26422.1	IB49_08125	integrase	18.984153727257016	7.709702216666493e-5
Geo_1	Geo_1_3	AKU26424.1	IB49_08135	hypothetical protein	19.614078814287787	1.1930645737773397e-4
Geo_1	Geo_1_3	AKU26425.1	IB49_08145	transposase	18.936972353771868	7.461645212897826e-5
Geo_1	Geo_1_3	AKU26430.1	IB49_08190	hypothetical protein	17.705389364507685	3.177541076148589e-5
